,timeduration,tripduration,age,dayofweek,hour,usertype_Subscriber,gender_Male,gender_Unknown
0,6.663209993,429.2078718,35.62361537,2.461230262,13.15884987,0.960405374,0.770916804,0.024982324
1,18.5552795,1142.909317,35.84223602,2.649689441,13.53291925,0.837267081,0.654037267,0.123602484
